"IdNormativa";"TipoNormativa";"Titulo";"OrganoResp";"IdAprobadoPorOrg";"AprobadoPorOrg";"IdEntidad";"Entidad";"IdEstructuraResponsable";"EstructuraResponsable";"Caracter";"FAprobado";"FEntradaVigor";"Descripcion";"Documento";"BOUPV";"Numero";"TextoConsolidado";"Vigente";"FFinVigencia";"CreadoPor";"FCreado";"ModificadoPor";"FModificado";"Comentarios";"ContenidoCAS";"ContenidoVAL";"Verificada"
1487;"Modif. Acuerdo";"ACUERDO DE MODIFICACIÓN DEL PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/4/2023 0:00:00;31/5/2023 0:00:00;"065-2023 ACUERDO DE MODIFICACIÓN DEL PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA
Aprobado por Consejo de Gobierno de 27 de abril de 2023";;"2023";"065";0;0;;"p4c0b43n4";29/10/2023 8:59:54;"p4c0b43n4";29/10/2023 9:00:57;"Modifica: 
PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, aprobado por el Consejo de Gobierno en sesión de 2 de junio de 2022 [BOUPV 097/2022]";;;1
1488;"Plan";"PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";27/4/2023 0:00:00;31/5/2023 0:00:00;"066-2023 PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA
Aprobado por el Consejo de Gobierno en sesión de 2 de junio de 2022 y modificado el 27 de abril de 2023";;"2023";"066";0;0;;"p4c0b43n4";29/10/2023 9:02:52;"p4c0b43n4";29/10/2023 9:03:28;"Texto consolidado: 
PLAN DE MEDIDAS ANTIFRAUDE DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, aprobado por el Consejo de Gobierno en sesión de 2 de junio de 2022 [BOUPV 097/2022] y modificado el 27 de abril de 2023 [BOUPV 065/2023]";;;1
1489;"Modif. Reglam.";"MODIFICACIÓN DEL REGLAMENTO REGULADOR DE LA OCUPACIÓN TEMPORAL DE ESPACIOS E INSTALACIONES EN LA CIUDAD POLITÉCNICA DE LA INNOVACIÓN DE LA UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;11/7/2023 0:00:00;"067-2023 MODIFICACIÓN DEL REGLAMENTO REGULADOR DE LA OCUPACIÓN TEMPORAL DE ESPACIOS E INSTALACIONES EN LA CIUDAD POLITÉCNICA DE LA INNOVACIÓN DE LA UPV
Aprobada por el Consejo de Gobierno de 1 de junio de 2023";;"2023";"067";0;0;;"p4c0b43n4";29/10/2023 9:04:13;"p4c0b43n4";29/10/2023 9:14:02;;;;1
1490;"TC Reglam.";"REGLAMENTO REGULADOR DE LA OCUPACIÓN TEMPORAL DE ESPACIOS E INSTALACIONES EN LA CIUDAD POLITÉCNICA DE LA INNOVACIÓN DE LA UPV [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;11/7/2023 0:00:00;"068-2023 REGLAMENTO REGULADOR DE LA OCUPACIÓN TEMPORAL DE ESPACIOS E INSTALACIONES EN LA CIUDAD POLITÉCNICA DE LA INNOVACIÓN DE LA UPV
Aprobado por el Consejo de Gobierno de 7 de noviembre de 2013 y por el Consejo Social de 25 de noviembre 2013 y modificado por el Consejo de Gobierno de 6 de noviembre de 2014 y por el Consejo Social de 17 de noviembre 2014, por el Consejo de Gobierno de 5 de noviembre de 2015 y por el Consejo Social de 9 de marzo de 2016, por el Consejo de Gobierno de 10 de marzo de 2016 y por el Consejo Social de 9 de marzo de 2016, por el Consejo de Gobierno de 1 de febrero de 2018 y por el Consejo Social de 7 de febrero de 2018, por el Consejo de Gobierno de 26 de abril de 2018 y por el Consejo Social de 26 de abril de 2018 y por el Consejo de Gobierno de 15 de octubre de 2020 y por el Consejo Social de 21 de octubre de 2020 y por el Consejo de Gobierno de 1 de junio de 2023 y por el Consejo Social de 6 de junio de 2023";;"2023";"068";0;0;;"p4c0b43n4";29/10/2023 9:38:24;"p4c0b43n4";29/10/2023 9:39:00;"Texto consolidado: 
Aprobado por el Consejo de Gobierno de 7 de noviembre de 2013 y por el Consejo Social de 25 de noviembre 2013 [BOUPV 74] y modificado por el Consejo de Gobierno de 6 de noviembre de 2014 y por el Consejo Social de 17 de noviembre 2014 [BOUPV 83], por el Consejo de Gobierno de 5 de noviembre de 2015 y por el Consejo Social de 9 de marzo de 2016 [BOUPV 91], por el Consejo de Gobierno de 10 de marzo de 2016 y por el Consejo Social de 9 de marzo de 2016 [BOUPV 94], por el Consejo de Gobierno de 1 de febrero de 2018 y por el Consejo Social de 7 de febrero de 2018 [BOUPV 109], por el Consejo de Gobierno de 26 de abril de 2018 y por el Consejo Social de 26 de abril de 2018 [BOUPV 113] y por el Consejo de Gobierno de 15 de octubre de 2020  y por el Consejo Social de 21 de octubre de 2020 [BOUPV 136] y por el Consejo de Gobierno de 1 de junio de 2023 y por el Consejo Social de 6 de junio de 2023 [BOUPV 067/2023]";;;1
1491;"Modif. Norm.";"MODIFICACIÓN DEL APARTADO 9) ""BAREMO"" ESTABLECIDO EN LA NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;12/7/2023 0:00:00;"069-2023 MODIFICACIÓN DEL APARTADO 9) ""BAREMO"" ESTABLECIDO EN LA NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO
Aprobada por el Consejo de Gobierno de 1 de junio de 2023";;"2023";"069";0;0;;"p4c0b43n4";29/10/2023 12:56:33;"p4c0b43n4";6/11/2023 18:48:10;"Modifica:
NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO POR LA UNIVERSIDAD POLITÉCNICA DE VALENCIA, aprobada por el Consejo de Gobierno de 24 de julio de 2007 [BOUPV 7] y modificada el 14 de abril de 2011 [BOUPV 48] y el 23 de diciembre de 2021 [BOUPV 153]";;;1
1492;"TC Norm.";"TEXTO CONSOLIDADO NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO POR LA UNIVERSIDAD POLITÉCNICA DE VALENCIA [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;12/7/2023 0:00:00;"070-2023 TEXTO CONSOLIDADO NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO POR LA UNIVERSIDAD POLITÉCNICA DE VALENCIA
Aprobada por el Consejo de Gobierno de 24 de julio de 2007 y modificada el 14 de abril de 2011, el 23 de diciembre de 2021 y el 1 de junio de 2023";;"2023";"070";0;0;;"p4c0b43n4";29/10/2023 12:57:53;"p4c0b43n4";6/11/2023 18:48:15;"Texto consolidado: 
NORMATIVA DE CONTRATACIÓN Y CRITERIOS DE EVALUACIÓN PARA LA SELECCIÓN DE PERSONAL DOCENTE E INVESTIGADOR CONTRATADO POR LA UNIVERSIDAD POLITÉCNICA DE VALENCIA, aprobada por el Consejo de Gobierno de 24 de julio de 2007 [BOUPV 7] y modificada el 14 de abril de 2011 [BOUPV 48] y el 23 de diciembre de 2021 [BOUPV 153]  y el 1 de junio de 2023 [BOUPV 069/2023]";;;1
1493;"Resolución";"RESOLUCIÓN POR LA QUE SE PROCEDE A DESIGNAR LA SUPLENCIA EN EL ÁMBITO DEL RECTORADO DURANTE EL MES DE AGOSTO DE 2023";1;258;"Rector";167;"Rector";;;"Público";13/7/2023 0:00:00;13/7/2023 0:00:00;"071-2023 RESOLUCIÓN POR LA QUE SE PROCEDE A DESIGNAR LA SUPLENCIA EN EL ÁMBITO DEL RECTORADO DURANTE EL MES DE AGOSTO DE 2023
El Rector. José Esteban Capilla Romá, en  fecha 13 de julio de 2023";;"2023";"071";0;0;31/8/2023 0:00:00;"p4c0b43n4";29/10/2023 12:58:53;"p4c0b43n4";6/11/2023 18:22:56;;;;1
1494;"Comisiones";"MODIFICACIÓN DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;21/7/2023 0:00:00;"072-2023 MODIFICACIÓN DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV 
Aprobada por el Consejo de Gobierno de 1 de junio de 2023

    - Comisión de Valoración de los Premios a los Mejores Expedientes";;"2023";"072";0;0;;"p4c0b43n4";29/10/2023 13:05:11;"p4c0b43n4";4/11/2023 13:21:55;"Modifica: 
ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV, aprobado por Consejo de Gobierno de 22 de julio de 2021 [BOUPV 147] y modificado el 23 de diciembre de 2021 [BOUPV 153], el 3 de febrero de 2022 [BOUPV 023/2022], el 10 de marzo de 2022 [BOUPV 041/2022], el 28 de abril de 2022 [BOUPV 079/2022], el 2 de junio de 2022 [BOUPV 100/2022], el 10 de noviembre de 2022 [BOUPV 149/2022], el 22 de diciembre de 2022 [BOUPV 01/2023], el 2 de febrero de 2023 [BOUPV 027/2023] y el 9 de marzo de 2023 [BOUPV 077/2023]";;;1
1495;"Comisiones";"TEXTO CONSOLIDADO ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;21/7/2023 0:00:00;"073-2023 TEXTO CONSOLIDADO ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV
Aprobado por Consejo de Gobierno de 22 de julio de 2021 y modificado el 23 de diciembre de 2021, el 3 de febrero de 2022, el 10 de marzo de 2022, el 28 de abril de 2022, el 2 de junio de 2022, el 10 de noviembre de 2022, el 22 de diciembre de 2022, el 2 de febrero de 2023, el 9 de marzo de 2023 y el 1 de junio de 2023";;"2023";"073";0;0;15/9/2023 0:00:00;"p4c0b43n4";29/10/2023 13:08:18;"p4c0b43n4";4/11/2023 13:22:00;"Texto consoliadado: 
ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV, aprobado por Consejo de Gobierno de 22 de julio de 2021 [BOUPV 147] y modificado el 23 de diciembre de 2021 [BOUPV 153], el 3 de febrero de 2022 [BOUPV 023/2022], el 10 de marzo de 2022 [BOUPV 041/2022], el 28 de abril de 2022 [BOUPV 079/2022], el 2 de junio de 2022 [BOUPV 100/2022], el 10 de noviembre de 2022 [BOUPV 149/2022], el 22 de diciembre de 2022 [BOUPV 01/2023], el 2 de febrero de 2023 [BOUPV 027/2023], el 9 de marzo de 2023 [BOUPV 077/2023] y el 1 de junio de 2023 [BOUPV 072/2023]";;;1
1496;"Resolución";"RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, SOBRE EL CIERRE DE LAS OFICINAS DE REGISTRO DURANTE EL MES DE AGOSTO DE 2023";1;258;"Rector";167;"Rector";;;"Público";13/7/2023 0:00:00;13/7/2023 0:00:00;"074-2023 RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, SOBRE EL CIERRE DE LAS OFICINAS DE REGISTRO DURANTE EL MES DE AGOSTO DE 2023.
El Rector. José Esteban Capilla Romá, en fecha 13 de julio de 2023";;"2023";"074";0;0;25/8/2023 0:00:00;"p4c0b43n4";29/10/2023 13:14:33;"p4c0b43n4";6/11/2023 18:22:49;;;;1
1497;"Comisiones";"ADECUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;2/6/2023 0:00:00;"075-2023 ADECUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV 
Aprobado por el Consejo de Gobierno de 1 de junio de 2023

    - Comisión de Valoración de los Premios a los Mejores Expedientes";;"2023";"075";0;0;;"p4c0b43n4";29/10/2023 13:17:59;"p4c0b43n4";4/11/2023 13:22:04;;;;1
1498;"Comisiones";"RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;2/6/2023 0:00:00;"076-2023 RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV 
Aprobado por el Consejo de Gobierno de 1 de junio de 2023

      - Comisión de Permanencia y Evaluación por Currículum
      - Comisión de Valoración de los Premios a los Mejores Expedientes
      - Comisión de Reconocimiento de créditos de Grado
      - Comisión de Reconocimiento de créditos de Máster
      - Comisión de Acción Social de Alumnos y Alumnas
      - Comisión de Calidad
      - Comisión para la Evaluación de la Docencia
      - Comisión de Garantías
      - Comisión de Docencia en Red
      - Comisión de Política Lingüística y Multilingüismo
      - Comisión de Reclamaciones
      - Comisión Ambiental
      - Comisión de Administración Electrónica
      - Comisión de Relaciones Internacionales
      - Comité de Seguridad de la Información
      - Comisión sobre Agenda 2030 y los ODS
      - Comisión de Comunicación e Imagen Institucional
      - Comisión de Acreditaciones
      - Comité de Reputación
      - Comisión Ejecutiva de Reputación
      - Comisión Técnica de Seguimiento del Intercambio Académico
      - Comisión de Museos y Colecciones
      - Comisión de seguimiento del Plan de Igualdad
      - Comisión de Mecenazgo
      - Grupo de Seguimiento y Actualización del Indicador de Actividad Investigadora (IAI)
      - Comisión de Convivencia
      - Comisión de Valoración Documental (NO APARECE)";;"2023";"076";0;0;4/10/2023 0:00:00;"p4c0b43n4";29/10/2023 13:19:58;"p4c0b43n4";4/11/2023 13:22:09;;;;1
1499;"Comisiones";"ADECUACIÓN DE LA JUNTA ELECTORAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;2/6/2023 0:00:00;"077-2023 ADECUACIÓN DE LA JUNTA ELECTORAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA 
Aprobado por el Consejo de Gobierno de 1 de junio de 2023";;"2023";"077";0;0;;"p4c0b43n4";29/10/2023 13:27:09;"p4c0b43n4";29/10/2023 13:27:33;;;;1
1500;"Comisiones";"RELACIÓN COMPLETA DE MIEMBROS DE LA JUNTA ELECTORAL [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;2/6/2023 0:00:00;"078-2023 RELACIÓN COMPLETA DE MIEMBROS DE LA JUNTA ELECTORAL 
Aprobado por el Consejo de Gobierno de 1 de junio de 2023";;"2023";"078";0;0;7/3/2024 0:00:00;"p4c0b43n4";29/10/2023 13:28:25;"p4c0b43n4";8/7/2024 21:52:18;;;;1
1501;"Acuerdo";"ACUERDOS DEL CONSEJO DE GOBIERNO DE 1 DE JUNIO DE 2023";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";1/6/2023 0:00:00;;"079-2023 ACUERDOS DEL CONSEJO DE GOBIERNO DE 1 DE JUNIO DE 2023
Aprobado por el Consejo de Gobierno de 1 de junio de 2023

1. Acuerdo por el que se aprueba la modificación del acuerdo de constitución y ámbito de actuación de las Comisiones de Carácter General de la Universitat Politècnica de València.
2. Acuerdo por el que se aprueba la adecuación de las Comisiones de Carácter General de la Universitat Politècnica de València.
3. Acuerdo por el que se aprueba la adecuación de miembros de la Junta Electoral de la Universitat Politècnica de València.
4. Acuerdo por el que se aprueba la concesión de la distinción de Profesor Ad Honorem de la Universitat Politècnica de València a D. Valentín Gregori Gregori.
5. Acuerdo por el que se aprueba la concesión de la distinción de Profesor Ad Honorem de la Universitat Politècnica de València a D. Emilio García Moreno.
6. Acuerdo por el que se aprueba la concesión de la distinción de Profesor Ad Honorem de la Universitat Politècnica de València a D. Manuel Guzmán Martín Utrillas.
7. Acuerdo por el que se aprueba la concesión de la distinción de Profesor Ad Honorem de la Universitat Politècnica de València a D. Vicente Compañ Moreno.
8. Acuerdo por el que se aprueba la renovación de la distinción de Profesor Ad Honorem de la Universitat Politècnica de València a D. José Herráez Boquera.
9. Acuerdo por el que se aprueba la renovación de la distinción de Profesor Ad Honorem dela Universitat Politècnica de València a D. José Mª Meseguer Dueñas.
10. Acuerdo por el que se aprueba la memoria de doble titulación de Máster Universitario en Ingeniería de Caminos, Canales y Puertos y Máster Universitario en Ingeniería Estructural y Geotécnica.
11. Acuerdo por el que se aprueba la actualización de la memoria de doble titulación del Máster Universitario en Ingeniería de Telecomunicación y Máster Universitario en Ingeniería de Sistemas Electrónicos.
12. Acuerdo por el que se aprueba la actualización de la memoria de doble titulación de en Máster Universitario en Ingeniería de Telecomunicación y Máster Universitario en Tecnologías, Sistemas y Redes de Comunicación.
13. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Ingeniería del Diseño.
14. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Enología.
15. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Ingeniería de Montes.
16. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Dirección y Gestión de Proyectos.
17. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Edificación.
18. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Master Universitario en Ingeniería Hidráulica y Medio Ambiente.
19. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Artes Visuales y Multimedia.
20. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Conservación del Patrimonio Arquitectónico.
21. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Arquitectura Avanzada, Paisaje, Urbanismo y Diseño.
22. Acuerdo por el que se aprueba la modificación sustancial del plan de estudios del Máster Universitario en Arquitectura del Paisaje.
23. Acuerdo por el que se aprueba el cambio de la denominación del Instituto Universitario de Ingeniería de Alimentos para el Desarrollo por el de Instituto Universitario de Ingeniería de Alimentos – FoodUPV. 
24. Acuerdo por el que se aprueba la modificación del Reglamento regulador de la ocupación temporal de espacios e instalaciones de la Ciudad Politécnica de la Innovación.
25. Acuerdo por el que se aprueba la de Oferta de Empleo Público de Personal Docente e Investigador.
26. Acuerdo por el que se aprueba la modificación del baremo establecido en la Normativa de Contratación y Criterios de Evaluación para la Selección de Personal Docente e Investigador contratado por la Universidad Politécnica de Valencia.
27. Acuerdo por el que se aprueba el nuevo título propio: Diploma de Especialización Interuniversitario en Honours Degree in Technology Management (45 ECTS).
28. Acuerdo por el que se rechaza la propuesta sobre el pago de las cuotas patronales a la seguridad social en las ayudas de investigación.


1. Acord pel qual s'aprova la modificació de l'acord de constitució i àmbit d'actuació de les Comissions de Caràcter General de la Universitat Politècnica de València.
2. Acord pel qual s'aprova l'adequació de les Comissions de Caràcter General de la Universitat Politècnica de València.
3. Acord pel qual s'aprova l'adequació de membres de la Junta Electoral de la Universitat Politècnica de València.
4. Acord pel qual s'aprova la concessió de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. Valentín Gregori Gregori.
5. Acord pel qual s'aprova la concessió de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. Emilio García Moreno.
6. Acord pel qual s'aprova la concessió de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. Manuel Guzmán Martín Utrillas.
7. Acord pel qual s'aprova la concessió de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. Vicente Compañ Moreno.
8. Acord pel qual s'aprova la renovació de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. José Herráez Boquera.
9. Acord pel qual s'aprova la renovació de la distinció de Professor Ad Honorem de la Universitat Politècnica de València al Sr. José Mª Meseguer Dueñas.
10. Acord pel qual s'aprova la memòria de doble titulació de Màster Universitari en Enginyeria de Camins, Canals i Ports i Màster Universitari en Enginyeria Estructural i Geotècnica.
11. Acord pel qual s'aprova l'actualització de la memòria de doble titulació del Màster Universitari en Enginyeria de Telecomunicació i Màster Universitari en Enginyeria de Sistemes Electrònics.
12. Acord pel qual s'aprova l'actualització de la memòria de doble titulació d'en Màster Universitari en Enginyeria de Telecomunicació i Màster Universitari en Tecnologies, Sistemes i Xarxes de Comunicació.
13. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Enginyeria del Disseny.
14. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Enologia.
15. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Enginyeria de Forest.
16. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Direcció i Gestió de Projectes.
17. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Edificació.
18. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Enginyeria Hidràulica i Medi Ambient.
19. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Arts Visuals i Multimèdia.
20. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Conservació del Patrimoni Arquitectònic.
21. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Arquitectura Avançada, Paisatge, Urbanisme i Disseny.
22. Acord pel qual s'aprova la modificació substancial del pla d'estudis del Màster Universitari en Arquitectura del Paisatge.
23. Acord pel qual s'aprova el canvi de la denominació de l'Institut Universitari d'Enginyeria d'Aliments per al Desenvolupament pel de Institut Universitari d'Enginyeria d'Aliments – FoodUPV.
24. Acord pel qual s'aprova la modificació del Reglament regulador de l'ocupació temporal d'espais i instal·lacions de la Ciutat Politècnica de la Innovació.
25. Acord pel qual s'aprova la d'Oferta d'Ocupació Pública de Personal Docent i Investigador.
26. Acord pel qual s'aprova la modificació del barem establit en la Normativa de Contractació i Criteris d'Avaluació per a la Selecció de Personal Docent i Investigador contractat per la Universitat Politècnica de València.
27. Acord pel qual s'aprova el nou títol propi: Diploma d'Especialització Interuniversitari en Honours Degree in Technology Management (45 ECTS).
28. Acord pel qual es rebutja la proposta sobre el pagament de les quotes patronals a la seguretat social en les ajudes d'investigació.";;"2023";"079";0;0;;"p4c0b43n4";29/10/2023 13:30:09;"p4c0b43n4";29/10/2023 13:30:51;;;;1
1502;"Resolución";"RESOLUCIÓN DEL RECTOR POR LA QUE SE ASIGNAN TEMPORALMENTE LAS FUNCIONES Y COMPETENCIAS DEL VICERRECTORADO DE ESTUDIANTES Y EMPRENDIMIENTO";2;258;"Rector";167;"Rector";;;"Público";26/7/2023 0:00:00;26/7/2023 0:00:00;"080-2023 RESOLUCIÓN DEL RECTOR POR LA QUE SE ASIGNAN TEMPORALMENTE LAS FUNCIONES Y COMPETENCIAS DEL VICERRECTORADO DE ESTUDIANTES Y EMPRENDIMIENTO
El Rector. José Esteban Capilla Romá en fecha 26 de julio de 2023";;"2023";"080";0;0;31/8/2023 0:00:00;"p4c0b43n4";29/10/2023 13:31:19;"p4c0b43n4";6/11/2023 18:22:36;;;;1
1503;"Resolución";"RESOLUCIÓN DEL RECTOR DE LA UPV DE NOMBRAMIENTO DE JOSÉ ALBERTO CONEJERO CASARES COMO VICERRECTOR DE ESTUDIANTES Y EMPRENDIMIENTO";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";31/8/2023 0:00:00;1/9/2023 0:00:00;"081-2023 RESOLUCIÓN DEL RECTOR DE LA UPV DE NOMBRAMIENTO DE JOSÉ ALBERTO CONEJERO CASARES COMO VICERRECTOR DE ESTUDIANTES Y EMPRENDIMIENTO
El Rector. José Esteban Capilla Romá en fecha 31 de agosto de 2023";;"2023";"081";0;0;;"p4c0b43n4";29/10/2023 13:32:42;"p4c0b43n4";6/11/2023 18:22:41;;;;1
1504;"Modif. Reglam.";"ACUERDO DE MODIFICACIÓN DEL REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";20/7/2023 0:00:00;12/9/2023 0:00:00;"082-2023 ACUERDO DE MODIFICACIÓN DEL REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA
Aprobado por el Consejo de Gobierno de 20 de julio de 2023";;"2023";"082";0;0;;"p4c0b43n4";29/10/2023 16:41:21;"p4c0b43n4";29/10/2023 16:41:52;"Modifica: 
REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, aprobado por el Consejo de Gobierno en su sesión de 28 de mayo de 2015 [BOUPV 88] y modificado el 4 de octubre de 2016 [BOUPV 98], el 28 de febrero de 2019 [BOUPV 124], el 23 de abril de 2020 [BOUPV 133] y el 17 de febrero de 2021 [BOUPV 140]";;;1
1505;"TC Reglam.";"TEXTO CONSOLIDADO DEL REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA [TC]";2;169;"Consejo de Gobierno";120;"UPV";;;"Público";20/7/2023 0:00:00;12/9/2023 0:00:00;"083-2023 TEXTO CONSOLIDADO DEL REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA 
Aprobado por el Consejo de Gobierno en su sesión de 28 de mayo de 2015 y modificado el 4 de octubre de 2016, el 28 de febrero de 2019, el 23 de abril de 2020, el 17 de febrero de 2021 y el 20 de julio de 2023";;"2023";"083";0;0;;"p4c0b43n4";29/10/2023 16:43:03;"p4c0b43n4";29/10/2023 16:43:30;"Texto consolidado: 
REGLAMENTO DE HONORES Y DISTINCIONES DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA, aprobado por el Consejo de Gobierno en su sesión de 28 de mayo de 2015 [BOUPV 88] y modificado el 4 de octubre de 2016 [BOUPV 98], el 28 de febrero de 2019 [BOUPV 124], el 23 de abril de 2020 [BOUPV 133] y el 17 de febrero de 2021 [BOUPV 140] y el 20 de julio de 2023 [BOUPV 082/2023]";;;1
