"IdDocAdj";"IdNormativa";"Documento";"Ruta";"Formato";"Titulo";"Detalle";"Descripción";"Idioma";"CreadoPor";"FCreado";"ModificadoPor";"FModificado"
1586;1351;"2022202200135100001586.pdf";"\2022";"pdf";"094-2022 TEXT CONSOLIDAT RESOLUCIÓ DEL RECTOR D’1 DE JUNY DE 2021 PER LA QUAL S’APROVA L’EOyF.pdf";;"TEXTO CONSOLIDADO DE LA RESOLUCIÓN DEL RECTOR DE 1 DE JUNIO DE 2021 POR LA QUE SE APRUEBA LA ESTRUCTURA ORGÁNICA Y FUNCIONAL DE LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN UNIPERSONALES DE ÁMBITO GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";21/10/2023 19:06:42;"p4c0b43n4";23/10/2023 22:02:09
1587;1352;"2022202200135200001587.pdf";"\2022";"pdf";"095-2022 RESOLUCIÓN RECTOR UPV DELEGAR EN DIRECTORA DE ÁREA DE GESTIÓN DE TÍTULOS REALIZACIÓN DE TRÁMITES EN REGISTRO DE TÍTULOS.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UPV POR LA QUE SE PROCEDE A DELEGAR EN LA DIRECTORA DE ÁREA DE GESTIÓN DE TÍTULOS LA REALIZACIÓN DE TRÁMITES EN EL REGISTRO DE TÍTULOS DE GRADO, MÁSTER Y DOCTORADO EN EL MINISTERIO DE EDUCACIÓN Y FORMACIÓN PROFESIONAL";"Castellano";"p4c0b43n4";21/10/2023 19:13:25;"p4c0b43n4";21/10/2023 19:13:38
1588;1352;"2022202200135200001588.pdf";"\2022";"pdf";"095-2022 RESOLUCIÓ RECTOR UPV DELEGAR EN DIRECTORA DE L'ÀREA DE GESTIÓ DE TÍTOLS REALITZACIÓ DE TRÀMITS EN REGISTRE DE TÍTOLS.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UPV POR LA QUE SE PROCEDE A DELEGAR EN LA DIRECTORA DE ÁREA DE GESTIÓN DE TÍTULOS LA REALIZACIÓN DE TRÁMITES EN EL REGISTRO DE TÍTULOS DE GRADO, MÁSTER Y DOCTORADO EN EL MINISTERIO DE EDUCACIÓN Y FORMACIÓN PROFESIONAL";"Valenciano";"p4c0b43n4";21/10/2023 19:13:35;"p4c0b43n4";21/10/2023 19:13:39
1589;1353;"2022202200135300001589.pdf";"\2022";"pdf";"096-2022 RESOLUCIÓN RECTOR UPV DELEGA LA FIRMA EN EL SR. VICERRECTOR DE INTERNACIONALIZACIÓN Y COMUNICACIÓN.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA POR LA QUE SE DELEGA LA FIRMA EN EL SR. VICERRECTOR DE INTERNACIONALIZACIÓN Y COMUNICACIÓN";"Castellano";"p4c0b43n4";21/10/2023 19:55:00;"p4c0b43n4";21/10/2023 19:55:11
1590;1353;"2022202200135300001590.pdf";"\2022";"pdf";"096-2022 RESOLUCIÓ RECTOR UPV DELEGA LA SIGNATURA EN EL VICERECTOR D'INTERNACIONALITZACIÓ I COMUNICACIÓ.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA POR LA QUE SE DELEGA LA FIRMA EN EL SR. VICERRECTOR DE INTERNACIONALIZACIÓN Y COMUNICACIÓN";"Valenciano";"p4c0b43n4";21/10/2023 19:55:07;"p4c0b43n4";21/10/2023 19:55:15
1591;1354;"2022202200135400001591.pdf";"\2022";"pdf";"097-2022 PLAN DE MEDIDAS ANTIFRAUDE UPV.pdf";;"PLAN DE MEDIDAS ANTIFRAUDE UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";21/10/2023 19:55:57;"p4c0b43n4";21/10/2023 19:56:07
1592;1354;"2022202200135400001592.pdf";"\2022";"pdf";"097-2022 PLA DE MESURES ANTIFRAU UPV.pdf";;"PLAN DE MEDIDAS ANTIFRAUDE UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";21/10/2023 19:56:04;"p4c0b43n4";21/10/2023 19:56:10
1593;1355;"2022202200135500001593.pdf";"\2022";"pdf";"098-2022 RESOLUCIÓN RECTOR UPV DELEGA LA FIRMA DE LOS ACUERDOS REALIZACIÓN DE ESTANCIAS EN UPV POR INVESTIGADORES INVITADOS.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA POR LA QUE SE DELEGA LA FIRMA DE LOS ACUERDOS PARA LA REALIZACIÓN DE ESTANCIAS EN ESTA UNIVERSIDAD POR INVESTIGADORES INVITADOS";"Castellano";"p4c0b43n4";21/10/2023 19:56:52;"p4c0b43n4";21/10/2023 19:57:03
1594;1355;"2022202200135500001594.pdf";"\2022";"pdf";"098-2022 RESOLUCIÓ RECTOR UPV DELEGA LA SIGNATURA DELS ACORDS REALITZACIÓ D'ESTADES EN UPV PER PERSONAL INVESTIGADOR.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA POR LA QUE SE DELEGA LA FIRMA DE LOS ACUERDOS PARA LA REALIZACIÓN DE ESTANCIAS EN ESTA UNIVERSIDAD POR INVESTIGADORES INVITADOS";"Valenciano";"p4c0b43n4";21/10/2023 19:57:00;"p4c0b43n4";21/10/2023 19:57:05
1595;1356;"2022202200135600001595.pdf";"\2022";"pdf";"099-2022 ACUERDOS DEL CONSEJO DE GOBIERNO DE 2 DE JUNIO DE 2022.pdf";;"ACUERDOS DEL CONSEJO DE GOBIERNO DE 2 DE JUNIO DE 2022";"Castellano";"p4c0b43n4";21/10/2023 19:57:55;"p4c0b43n4";21/10/2023 19:58:05
1596;1356;"2022202200135600001596.pdf";"\2022";"pdf";"099-2022 ACORDS DEL CONSELL DE GOVERN DE 2 DE JUNY DE 2022.pdf";;"ACUERDOS DEL CONSEJO DE GOBIERNO DE 2 DE JUNIO DE 2022";"Valenciano";"p4c0b43n4";21/10/2023 19:58:01;"p4c0b43n4";21/10/2023 19:58:07
1597;1357;"2022202200135700001597.pdf";"\2022";"pdf";"100-2022 MODIFICACIÓN DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"MODIFICACIÓN DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";21/10/2023 20:07:36;"p4c0b43n4";21/10/2023 20:07:45
1598;1357;"2022202200135700001598.pdf";"\2022";"pdf";"100-2022 MODIFICACIÓ DE L'ACORD DE CONSTITUCIÓ I ÀMBIT D'ACTUACIÓ DE LES COMISSIONS DE CARÀCTER GENERAL DE LA UPV.pdf";;"MODIFICACIÓN DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";21/10/2023 20:07:43;"p4c0b43n4";21/10/2023 20:07:46
1599;1358;"2022202200135800001599.pdf";"\2022";"pdf";"101-2022 TEXTO CONSOLIDADO DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"TEXTO CONSOLIDADO DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";22/10/2023 11:12:48;"p4c0b43n4";22/10/2023 11:13:00
1600;1358;"2022202200135800001600.pdf";"\2022";"pdf";"101-2022 TEXT COSOLIDAT DEL ACORD DE CONSTITUCIÓ I ÀMBIT D'ACTUACIÓ DE LS COMISSIONS DE CARÀCTER GENERAL DE LA UPV.pdf";;"TEXTO CONSOLIDADO DEL ACUERDO DE CONSTITUCIÓN Y ÁMBITO DE ACTUACIÓN DE LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";22/10/2023 11:12:57;"p4c0b43n4";22/10/2023 11:13:02
1601;1359;"2022202200135900001601.pdf";"\2022";"pdf";"102-2022 ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";22/10/2023 11:25:14;"p4c0b43n4";22/10/2023 11:25:18
1602;1359;"2022202200135900001602.pdf";"\2022";"pdf";"102-2022 ADEQUACIÓ DE COMISSIONS DE CARÀCTER GENERAL DE LA UPV.pdf";;"ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";22/10/2023 11:25:14;"p4c0b43n4";22/10/2023 11:27:40
1603;1360;"2022202200136000001603.pdf";"\2022";"pdf";"103-2022 RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";22/10/2023 11:39:15;"p4c0b43n4";22/10/2023 11:39:24
1604;1360;"2022202200136000001604.pdf";"\2022";"pdf";"103-2022 RELACIÓ COMPLETA DE TOTES LES COMISSIONS DE CARÀCTER GENERAL DE LA UPV.pdf";;"RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";22/10/2023 11:39:22;"p4c0b43n4";22/10/2023 11:39:27
1605;1361;"2022202200136100001605.pdf";"\2022";"pdf";"104-2022 APLICACIÓN PARCIAL EN EL CURSO 2021-2022 REQUISITOS DE PERMANENCIA NORMATIVA DE PROGRESO Y PERMANENCIA UPV.pdf";;"APLICACIÓN PARCIAL EN EL CURSO 2021/2022 DE LOS REQUISITOS DE PERMANENCIA ESTABLECIDOS EN LA NORMATIVA DE PROGRESO Y PERMANENCIA EN TITULACIONES OFICIALES DE GRADO Y MÁSTER DE LA UPV";"Castellano";"fmbaena";23/10/2023 11:33:51;"fmbaena";23/10/2023 11:34:04
1606;1361;"2022202200136100001606.pdf";"\2022";"pdf";"104-2022 APLICACIÓ PARCIAL EN EL CURS 2021-2022 REQUISITS DE PERMANÈNCIA NORMATIVA DE PROGRÉS I PERMANÈNCIA UPV.pdf";;"APLICACIÓN PARCIAL EN EL CURSO 2021/2022 DE LOS REQUISITOS DE PERMANENCIA ESTABLECIDOS EN LA NORMATIVA DE PROGRESO Y PERMANENCIA EN TITULACIONES OFICIALES DE GRADO Y MÁSTER DE LA UPV";"Valenciano";"fmbaena";23/10/2023 11:34:02;"fmbaena";23/10/2023 11:34:05
1607;1362;"2022202200136200001607.pdf";"\2022";"pdf";"105-2022 NORMATIVA DE PROGRESO Y PERMANENCIA EN LAS TITULACIONES OFICIALES DE GRADO Y MÁSTER DE LA UPV.pdf";;"NORMATIVA DE PROGRESO Y PERMANENCIA EN LAS TITULACIONES OFICIALES DE GRADO Y MÁSTER DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"fmbaena";23/10/2023 13:16:27;"fmbaena";23/10/2023 13:16:39
1608;1362;"2022202200136200001608.pdf";"\2022";"pdf";"105-2022 NORMATIVA DE PROGRÉS I PERMANÈNCIA EN LES TITULACIONS OFICIALS DE GRAU I MÀSTER DE LA UPV.pdf";;"NORMATIVA DE PROGRESO Y PERMANENCIA EN LAS TITULACIONES OFICIALES DE GRADO Y MÁSTER DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"fmbaena";23/10/2023 13:16:35;"fmbaena";23/10/2023 13:16:37
1609;1363;"2022202200136300001609.pdf";"\2022";"pdf";"106-2022 MODIFICACIÓN DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UPV.pdf";;"MODIFICACIÓN DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"fmbaena";23/10/2023 13:24:57;"fmbaena";23/10/2023 13:25:07
1610;1363;"2022202200136300001610.pdf";"\2022";"pdf";"106-2022 MODIFICACIÓ DEL REGLAMENT DE CIRCULACIÓ I ESTACIONAMENT DE LA UPV.pdf";;"MODIFICACIÓN DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"fmbaena";23/10/2023 13:25:04;"fmbaena";23/10/2023 13:25:10
1611;1364;"2022202200136400001611.pdf";"\2022";"pdf";"107-2022 TEXTO CONSOLIDADO DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UPV.pdf";;"TEXTO CONSOLIDADO DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA [TC]";"Castellano";"fmbaena";23/10/2023 13:26:39;"fmbaena";23/10/2023 13:26:51
1612;1364;"2022202200136400001612.pdf";"\2022";"pdf";"107-2022 TEXT CONSOLIDAT DEL REGLAMENT DE CIRCULACIÓ I ESTACIONAMENT DE LA UPV.pdf";;"TEXTO CONSOLIDADO DEL REGLAMENTO DE CIRCULACIÓN Y ESTACIONAMIENTO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA [TC]";"Valenciano";"fmbaena";23/10/2023 13:26:49;"fmbaena";23/10/2023 13:26:53
1613;1365;"2022202200136500001613.pdf";"\2022";"pdf";"108-2022 RESOLUCIÓN RECTOR UPV MODIFICA LA RESOLUCIÓN DE 1 DE JUNIO DE 2021 POR LA QUE SE APRUEBA LA EOyF.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UPV POR LA QUE SE MODIFICA LA RESOLUCIÓN DE 1 DE JUNIO DE 2021 POR LA QUE SE APRUEBA LA ESTRUCTURA ORGÁNICA Y FUNCIONAL DE LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN UNIPERSONALES DE ÁMBITO GENERAL DE LA UPV";"Castellano";"fmbaena";23/10/2023 13:49:58;"fmbaena";23/10/2023 13:50:10
1614;1365;"2022202200136500001614.pdf";"\2022";"pdf";"108-2022 RESOLUCIÓ RECTOR UPVMODIFICA LA RESOLUCIÓ D'1 DE JUNY DEL 2021 QUE APROVA L'EOyF.pdf";;"RESOLUCIÓN DEL RECTOR DE LA UPV POR LA QUE SE MODIFICA LA RESOLUCIÓN DE 1 DE JUNIO DE 2021 POR LA QUE SE APRUEBA LA ESTRUCTURA ORGÁNICA Y FUNCIONAL DE LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN UNIPERSONALES DE ÁMBITO GENERAL DE LA UPV";"Valenciano";"fmbaena";23/10/2023 13:50:08;"fmbaena";23/10/2023 13:50:12
1615;1366;"2022202200136600001615.pdf";"\2022";"pdf";"109-2022 RESOLUCIÓN RECTOR UPV SE CORRIGEN ERRORES RESOLUCIÓN DE 29 DE JUNIO DE 2022 QUE  MODIFICA  RESOLUCIÓN DE 1 DE JUNIO DE 2021 QUE APRUEBA LA EOyF.pdf";;"RESOLUCIÓN DEL RECTOR UPV SE CORRIGEN ERRORES DE LA RESOLUCIÓN 29 DE JUNIO DE 2022 QUE MODIFICA LA RESOLUCIÓN 1 DE JUNIO DE 2021 QUE APRUEBA LA ESTRUCTURA ORGÁNICA Y FUNCIONAL DE ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN UNIPERSONALES DE ÁMBITO GENERAL UPV";"Castellano";"p4c0b43n4";23/10/2023 18:49:59;"p4c0b43n4";23/10/2023 18:50:11
1616;1366;"2022202200136600001616.pdf";"\2022";"pdf";"109-2022 RESOLUCIÓ RECTOR APRUEBA ES CORREGEIXEN ERRORS RESOLUCIÓ DE 29 DE JUNY DEL 2022 QUE MODIFICA LA RESOLUCIÓ D'1 DE JUNY DEL 2021 QUE APROVA L'EOyF.pdf";;"RESOLUCIÓN DEL RECTOR UPV SE CORRIGEN ERRORES DE LA RESOLUCIÓN 29 DE JUNIO DE 2022 QUE MODIFICA LA RESOLUCIÓN 1 DE JUNIO DE 2021 QUE APRUEBA LA ESTRUCTURA ORGÁNICA Y FUNCIONAL DE ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN UNIPERSONALES DE ÁMBITO GENERAL UPV";"Valenciano";"p4c0b43n4";23/10/2023 18:50:08;"p4c0b43n4";23/10/2023 18:50:16
1617;1367;"2022202200136700001617.pdf";"\2022";"pdf";"110-2022 RESOLUCIÓN POR LA QUE SE PROCEDE A DESIGNAR LA SUPLENCIA EN EL ÁMBITO DEL RECTORADO DURANTE EL MES DE AGOSTO DE 2022.pdf";;"RESOLUCIÓN POR LA QUE SE PROCEDE A DESIGNAR LA SUPLENCIA EN EL ÁMBITO DEL RECTORADO DURANTE EL MES DE AGOSTO DE 2022";"Castellano";"p4c0b43n4";23/10/2023 18:51:27;"p4c0b43n4";23/10/2023 18:51:49
1618;1367;"2022202200136700001618.pdf";"\2022";"pdf";"110-2022 RESOLUCIÓ PER LA QUAL ES PROCEDEIX A DESIGNAR LA SUPLÈNCIA EN L'ÀMBIT DEL RECTORAT DURANT EL MES D'AGOST DE 2022.pdf";;"RESOLUCIÓN POR LA QUE SE PROCEDE A DESIGNAR LA SUPLENCIA EN EL ÁMBITO DEL RECTORADO DURANTE EL MES DE AGOSTO DE 2022";"Valenciano";"p4c0b43n4";23/10/2023 18:51:35;"p4c0b43n4";23/10/2023 18:51:41
1619;1368;"2022202200136800001619.pdf";"\2022";"pdf";"111-2022 ACUERDOS DEL CONSEJO DE GOBIERNO DE 21 DE JULIO DE 2022.pdf";;"ACUERDOS DEL CONSEJO DE GOBIERNO DE 21 DE JULIO DE 2022";"Castellano";"p4c0b43n4";23/10/2023 18:54:11;"p4c0b43n4";23/10/2023 18:54:20
1620;1368;"2022202200136800001620.pdf";"\2022";"pdf";"111-2022 ACORDS DEL CONSELL DE GOVERN DE 21 DE JULIOL DE 2022.pdf";;"ACUERDOS DEL CONSEJO DE GOBIERNO DE 21 DE JULIO DE 2022";"Valenciano";"p4c0b43n4";23/10/2023 18:54:17;"p4c0b43n4";23/10/2023 18:54:22
1621;1369;"2022202200136900001621.pdf";"\2022";"pdf";"112-2022 PROPUESTA DE ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"PROPUESTA DE ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 18:57:23;"p4c0b43n4";23/10/2023 18:57:33
1622;1369;"2022202200136900001622.pdf";"\2022";"pdf";"112-2022 PROPOSTA D'ADEQUACIÓ DE COMISSIÓ DE CARÀCTER GENERAL DE LA UPV.pdf";;"PROPUESTA DE ADECUACIÓN DE COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 18:57:30;"p4c0b43n4";23/10/2023 18:57:35
1623;1370;"2022202200137000001623.pdf";"\2022";"pdf";"113-2022 RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UPV.pdf";;"RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 19:00:25;"p4c0b43n4";23/10/2023 19:00:32
1624;1370;"2022202200137000001624.pdf";"\2022";"pdf";"113-2022 RELACIÓ COMPLETA DE TOTES LES COMISSIONS DE CARÀCTER GENERAL DE LA UPV.pdf";;"RELACIÓN COMPLETA DE TODAS LAS COMISIONES DE CARÁCTER GENERAL DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 19:00:29;"p4c0b43n4";23/10/2023 19:00:34
1625;1371;"2022202200137100001625.pdf";"\2022";"pdf";"114-2022 CONVOCATORIA DE LAS ELECCIONES A LA DIRECCIÓN Y AL CONSEJO DEL IUI EN TECNOLOGÍA CENTRADA EN EL SER HUMANO DE LA UPV.pdf";;"CONVOCATORIA DE LAS ELECCIONES A LA DIRECCIÓN Y AL CONSEJO DEL INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN EN TECNOLOGÍA CENTRADA EN EL SER HUMANO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 19:21:15;"p4c0b43n4";23/10/2023 19:21:23
1626;1371;"2022202200137100001626.pdf";"\2022";"pdf";"114-2022 CONVOCATÒRIA D’ELECCIONS A LA DIRECCIÓ I AL CONSELL DE L'IUI EN TECNOLOGIA CENTRADA EN L'ÉSSER HUMÀ DE LA UPV.pdf";;"CONVOCATORIA DE LAS ELECCIONES A LA DIRECCIÓN Y AL CONSEJO DEL INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN EN TECNOLOGÍA CENTRADA EN EL SER HUMANO DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 19:21:20;"p4c0b43n4";23/10/2023 19:21:25
1627;1372;"2022202200137200001627.pdf";"\2022";"pdf";"115-2022 CALENDARIO DE LOS PROCESOS DE ELECCIONES ORDINARIAS PARA EL AÑO 2022 EN LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN.pdf";;"CALENDARIO DE LOS PROCESOS DE ELECCIONES ORDINARIAS PARA EL AÑO 2022 EN LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN";"Castellano";"p4c0b43n4";23/10/2023 19:22:50;"p4c0b43n4";23/10/2023 19:22:59
1628;1372;"2022202200137200001628.pdf";"\2022";"pdf";"115-2022 CALENDARI DELS PROCESSOS D'ELECCIONS ORDINÀRIES PER A l'ANY 2022 EN ELS ÒRGANS DE GOVERN I REPRESENTACIÓ.pdf";;"CALENDARIO DE LOS PROCESOS DE ELECCIONES ORDINARIAS PARA EL AÑO 2022 EN LOS ÓRGANOS DE GOBIERNO Y REPRESENTACIÓN";"Valenciano";"p4c0b43n4";23/10/2023 19:22:56;"p4c0b43n4";23/10/2023 19:23:00
1629;1373;"2022202200137300001629.pdf";"\2022";"pdf";"116-2022 NORMATIVA REGULADORA DEL CANAL DE DENUNCIAS DE LA UPV.pdf";;"NORMATIVA REGULADORA DEL CANAL DE DENUNCIAS DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 19:31:07;"p4c0b43n4";23/10/2023 19:31:10
1630;1373;"2022202200137300001630.pdf";"\2022";"pdf";"116-2022 NORMATIVA REGULADORA DEL CANAL DE DENÚNCIES DE LA UPV.pdf";;"NORMATIVA REGULADORA DEL CANAL DE DENUNCIAS DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 19:31:07;"p4c0b43n4";23/10/2023 19:31:11
1631;1374;"2022202200137400001631.pdf";"\2022";"pdf";"117-2022 PROPUESTA DE DEPORTISTA DE HONOR DE LA UPV 2022.pdf";;"PROPUESTA DE DEPORTISTA DE HONOR DE LA UPV 2022";"Castellano";"p4c0b43n4";23/10/2023 19:32:43;"p4c0b43n4";23/10/2023 19:32:52
1632;1374;"2022202200137400001632.pdf";"\2022";"pdf";"117-2022 PROPOSTA D'ESPORTISTA D'HONOR 2022 DE LA UPV.pdf";;"PROPUESTA DE DEPORTISTA DE HONOR DE LA UPV 2022";"Valenciano";"p4c0b43n4";23/10/2023 19:32:48;"p4c0b43n4";23/10/2023 19:32:55
1633;1375;"2022202200137500001633.pdf";"\2022";"pdf";"118-2022 NORMATIVA DE TRABAJOS DE FIN DE GRADO Y TRABAJOS DE FIN DE MÁSTER DE LA UPV.pdf";;"NORMATIVA DE TRABAJOS DE FIN DE GRADO Y TRABAJOS DE FIN DE MÁSTER DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 19:48:20;"p4c0b43n4";23/10/2023 19:48:23
1634;1375;"2022202200137500001634.pdf";"\2022";"pdf";"118-2022 NORMATIVA SOBRE TREBALLS DE FI DE GRAU I TREBALLS DE FI DE MÀSTER DE LA UPV.pdf";;"NORMATIVA DE TRABAJOS DE FIN DE GRADO Y TRABAJOS DE FIN DE MÁSTER DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 19:48:20;"p4c0b43n4";23/10/2023 19:48:25
1635;1376;"2022202200137600001635.pdf";"\2022";"pdf";"119-2022 PROPUESTA DE ACUERDO RELATIVA A ORDENACIÓN E INTEGRACIÓN DE COMPETENCIAS TRANSVERSALES EN TÍTULOS OFICIALES UPV.pdf";;"PROPUESTA DE ACUERDO RELATIVA A LA ORDENACIÓN E INTEGRACIÓN DE LAS COMPETENCIAS TRANSVERSALES EN LOS TÍTULOS OFICIALES DE LA UNIVERISTAT POLITÈCNICA DE VALÈNCIA";"Castellano";"p4c0b43n4";23/10/2023 20:07:44;"p4c0b43n4";23/10/2023 20:07:53
1636;1376;"2022202200137600001636.pdf";"\2022";"pdf";"119-2022 PROPOSTA D’ACORD RELATIVA A ORDENACIÓ I INTEGRACIÓ DE  COMPETÈNCIES TRANSVERSALS EN TÍTOLS OFICIALS UPV.pdf";;"PROPUESTA DE ACUERDO RELATIVA A LA ORDENACIÓN E INTEGRACIÓN DE LAS COMPETENCIAS TRANSVERSALES EN LOS TÍTULOS OFICIALES DE LA UNIVERISTAT POLITÈCNICA DE VALÈNCIA";"Valenciano";"p4c0b43n4";23/10/2023 20:07:51;"p4c0b43n4";23/10/2023 20:07:55
1637;1377;"2022202200137700001637.pdf";"\2022";"pdf";"120-2022 PROPUESTA DE MODIFICACIÓN DE LA OFERTA DE PLAZAS EN ESTUDIOS DE GRADO Y MÁSTER PARA EL CURSO 2022-2023.pdf";;"PROPUESTA DE MODIFICACIÓN DE LA OFERTA DE PLAZAS EN ESTUDIOS DE GRADO Y MÁSTER PARA EL CURSO 2022/2023";"Castellano";"p4c0b43n4";23/10/2023 21:04:34;"p4c0b43n4";23/10/2023 21:04:43
1638;1377;"2022202200137700001638.pdf";"\2022";"pdf";"120-2022 PROPOSTA DE MODIFICACIÓ DE L'OFERTA DE PLACES EN ESTUDIS DE GRAU I MÀSTER PER AL CURS 2022-2023.pdf";;"PROPUESTA DE MODIFICACIÓN DE LA OFERTA DE PLAZAS EN ESTUDIOS DE GRADO Y MÁSTER PARA EL CURSO 2022/2023";"Valenciano";"p4c0b43n4";23/10/2023 21:04:40;"p4c0b43n4";23/10/2023 21:04:45
1639;1378;"2022202200137800001639.pdf";"\2022";"pdf";"121-2022 OFERTA DE PLAZAS EN CENTROS PROPIOS Y ADSCRITOS DE LA UPV (GRADO).pdf";;"OFERTA DE PLAZAS EN CENTROS PROPIOS Y ADSCRITOS DE LA UNIVERSITAT POLITÈCNICA DE VALÈNCIA (GRADO) [TC]";"Castellano";"p4c0b43n4";23/10/2023 21:08:03;"p4c0b43n4";23/10/2023 21:08:14
